Pool_0,Pool_1,Pool_2,Pool_3
2.94049,0,0,0
3.12651,0,0,0
2.84921,0,0,0
2.66319,0,0,0
2.20056,0,0,0
2.57259,0,0,0
2.48061,0,0,0
2.66628,0,0,0
2.6656,0,0,0
2.94496,0,0.15429,0.418507
2.76067,0,0.0913897,0.697529
2.39001,0,0.0913897,0.759697
2.29735,0,0,0.821864
2.66869,0,0,1.56739
2.3907,0,0,2.00256
2.20675,0,0,2.25026
2.57878,0,0,2.87096
2.48749,0,0,3.989
1.74549,0,0,3.61648
1.46715,0,0,3.46131
1.37483,0,0,3.67865
1.37552,0,0,4.05117
1.74686,0,0.460732,4.20635
1.2832,0,0.709648,4.45502
1.74755,0,0.304824,4.79621
1.65592,0.414572,0.241923,4.92005
1.37793,0.108753,0.334931,4.95089
1.47128,0.294768,0.427938,5.19908
1.19226,0,0.490839,4.57838
1.37827,0,0.769861,4.91957
1.37827,0,0.940823,4.67089
1.74893,0,1.11178,4.67089
1.28492,0,0.925769,4.29838
1.65626,0,1.11178,4.54656
2.11958,0,0.940823,4.73306
2.11958,0,1.28275,4.42222
2.49024,0,1.79563,4.54656
2.11855,0,1.85853,4.3297
2.67453,0,1.85853,4.20537
3.32421,0,1.96659,4.17355
2.58221,0,1.26769,3.6767
3.13751,0,1.76552,3.17984
3.32215,0,1.92143,2.86949
3.60014,0,1.40855,2.55865
3.97079,0,1.56445,2.34131
4.24913,0,1.75047,2.30998
4.24878,0,2.09239,2.55865
4.06208,0,1.45639,1.87579
4.61738,0,0.928456,1.9076
4.89434,0,0.742441,1.53508
5.17198,0,0.463419,1.4734
5.35662,0,0.184397,1.47389
6.00665,0,1.6752,1.37991
7.02663,0,2.3741,1.47243
7.95327,0,2.97999,1.4411
8.32221,0,2.60796,0.603055
8.22989,0,2.70097,0.509559
8.0425,0,2.04992,0
8.22679,0,2.36174,0
8.41109,0,2.6886,0
9.15103,0,3.43535,0
9.70701,0,3.60631,0
9.4273,0,3.65416,0
9.33463,0.124499,3.99608,0
9.33463,0.124499,4.33801,0
9.05561,0,3.37514,0
9.24094,0,3.37514,0
8.96157,0.0850858,3.34503,0
8.77556,0.20489,3.32998,0
8.40284,0.564304,3.28482,0
8.31018,0.564304,3.45578,0
8.95951,0.750319,3.29987,0
8.58851,1.26895,3.20686,0
8.12519,1.26895,3.20686,0
8.03287,1.05614,3.47083,0
8.03322,1.14915,3.39288,0
7.29225,0.630514,3.39288,0
7.75523,0.537507,2.95795,0
7.75591,0.417702,2.46012,0
7.38526,0.723521,2.04024,0
7.19993,0.111883,2.04024,0
6.92057,0,0.984365,0
7.29225,0.0188755,1.26339,0
6.5506,0.843326,0.73545,0
6.17891,1.78758,0.891358,0
5.99393,2.18641,0.378473,0
6.64532,2.93047,1.12253,0
5.71628,1.05614,0,0
5.25331,0.537507,0,0
4.69732,0.537507,0,0
4.97669,0.909536,0,0
5.9047,1.28157,0,0
4.88575,1.98621,0,0
4.88643,2.78387,0,0
3.95808,2.31883,0,0
4.32873,2.31883,0,0
4.14478,2.07922,0,0
4.32908,1.18856,0,0
4.32976,1.68039,0,0
3.68009,1.09555,0,0
3.30943,1.40137,0,0
3.58742,0.178093,0,0
3.68009,0.178093,0,0
3.68077,0.364108,0,0
3.68009,0.483912,0,0
4.1434,0.483912,0,0
4.23676,0.669927,0,0
4.05143,0.0582887,0,0
4.42277,0.550123,0,0
4.98047,1.01516,0,0
4.60913,1.44078,0,0
4.33182,2.23844,0,0
4.23985,2.42445,0.0161228,0
4.42518,2.73027,0.265038,0
4.42552,2.82328,0.529007,0
3.96117,2.85008,0.342992,0
4.23916,2.23844,0.249985,0
3.86816,2.14543,0,0
4.05383,1.6268,0.156977,0
3.58948,1.34778,0.747816,0
2.94153,1.53379,1.27575,0
3.22055,1.20117,1.21285,0
3.49888,0.682543,1.64778,0
3.22158,1.4802,1.8338,0
3.87126,1.14758,1.67789,0
3.77894,0.628949,1.7709,0
3.03694,0,1.67789,0
3.31734,0.482348,1.72305,0
3.68937,0.854377,1.24027,0
3.9677,0.947385,1.42629,0
3.87504,0.947385,1.16232,0
3.8771,1.50543,1.72036,0
3.41344,0.800783,1.89132,0
3.41412,0.986798,1.90638,0
2.6735,0.866993,2.09239,0
2.58152,1.05301,1.59456,0
2.39723,1.33203,2.21551,0
2.67659,2.3157,2.0596,0
2.58393,2.3157,2.0596,0
3.04794,1.58426,2.26067,0
3.23464,1.95629,2.6327,0
3.32696,1.86328,1.68488,0
3.88363,2.04929,1.77789,0
3.97698,2.23531,1.9639,0.0675432
4.25669,3.00616,1.8381,0.470412
4.16437,3.40499,2.27303,0.687755
4.07136,3.31198,2.18003,0.594748
4.34901,3.21898,2.5999,0.501741
4.81164,3.6446,2.07196,0.19139
5.74,4.10964,2.70796,0.905098
5.46132,3.92362,3.20579,0.594748
5.55432,4.01663,2.94183,0.719084
5.92464,3.92362,2.24293,0.657405
6.01696,3.83061,2.33593,0.999083
6.66629,4.01663,2.27303,1.30943
7.22158,4.44225,2.25798,1.30992
7.59155,4.25624,2.07196,1.12391
7.77688,4.25624,2.41389,1.18608
8.51819,4.25624,2.75581,1.06174
9.44483,4.25624,2.83376,1.12391
9.35147,4.68186,3.16063,0.969221
9.07314,4.58885,3.16063,1.21789
9.72144,4.49585,3.40955,1.49789
10.0914,4.30983,3.22353,1.31188
11.388,4.12382,3.20848,0.877191
11.8506,3.9378,3.44234,0.629008
12.2206,3.14015,3.59825,0.349986
11.9416,2.86113,3.75416,0.288307
12.8675,3.28675,3.22622,0.102292
14.7208,2.36929,2.8843,0.226628
15.5541,2.18328,2.69828,0
16.3884,2.27629,2.86925,0
17.5924,1.47863,2.68323,0
18.241,1.47863,2.77624,0
18.7977,1.05301,3.30418,0
19.7243,1.05301,3.6461,0
20.744,1.14602,3.6461,0
20.9293,0.534377,3.6461,0
20.9293,0.534377,3.05526,0
21.1153,0.720392,3.41224,0
21.8566,0.108753,3.31923,0
22.3206,0.294768,3.50524,0
22.6909,0.201761,3.16332,0
23.8053,0.852812,3.81437,0.162017
24.2686,0.852812,3.81437,0.286352
24.0826,0.666798,3.62836,0.100337
24.7312,0.666798,3.4574,0
25.1019,0.055159,3.11547,0
26.1212,0.055159,3.11547,0
27.0492,0,3.14558,0.0993601
28.0678,0,2.61764,0
29.7361,0,2.36873,0.0685206
30.3855,0,2.04186,0.00586406
31.4991,0,2.50689,0.346565
31.8698,0,1.82305,0.408733
32.2411,0.25379,1.32522,0.594748
32.2415,0.346797,1.0763,0.936427
31.0368,0.346797,0.73438,0.936427
27.7943,0.532812,0.749433,0.998106
24.5511,1.14445,1.09136,1.30894
23.7171,0,1.09136,1.30894
21.4932,0,1.09136,1.43328
20.1959,0,0.656426,1.37111
18.7133,0,0.656426,1.27811
17.6936,0,0.656426,1.34027
16.9523,0,0.656426,1.34027
15.933,0,0.656426,1.34027
15.7477,0,0.656426,1.27811
15.4704,0.014181,0.842441,1.46412
14.4518,0.200196,1.02846,1.7123
14.0811,0.200196,0.686533,1.7123
13.3391,0.014181,0.500518,1.65062
12.3195,0,0.407511,1.30894
11.8561,0,0.236549,1.24678
11.3002,0,0.236549,1.24678
10.3735,0,0,1.24678
9.81754,0,0,0.998106
8.70489,0,0,0.936427
8.52025,0,0,1.12244
6.94497,0,0,0.998106
6.48165,0,0.0655878,0.935938
5.833,0,0.0655878,0.998106
5.27702,0,0.0655878,0.998106
5.18539,0.200196,0.158595,1.18412
5.27805,0,0.158595,1.05978
4.5364,0,0.422564,0.873282
3.79509,0,0.422564,0.313771
3.88775,0,0.422564,0.189435
3.70242,0,0.422564,0.189435
3.98042,0,0.251603,0.0650999
3.88775,0,0.422564,0.00293203
3.33177,0,0.0806412,0.00293203
3.05378,0,0.0806412,0.00293203
2.96111,0,0.0806412,0
3.33211,0,0.173649,0.220275
3.51813,0.0803913,0.359663,0.344122
3.51813,0.0803913,0.359663,0.344122
3.24014,0.0803913,0.359663,0.219786
3.61148,0.266406,0.545678,0.405801
3.61148,0.266406,0.545678,0.405801
4.26081,0.452421,0.638686,0.405313
3.98282,0.452421,0.809647,0.250137
3.8905,0.545428,0.995662,0.49832
3.98248,0.359413,0.980608,0.436641
4.16781,0.359413,1.15157,0.436641
3.79715,0.359413,1.15157,0.187969
4.07514,0,1.15157,0.187969
3.79715,0,1.49349,0.250137
4.16781,0,1.05856,0.312305
4.07514,0,1.05856,0.219298
4.16746,0,0.887601,0.281466
4.16746,0,0.887601,0.281466
4.35279,0,1.05856,0.0949621
4.53812,0,1.22952,0.0949621
4.44545,0,1.40049,0.0949621
4.9098,0,1.67951,0.436152
4.81714,0.239609,1.67951,0.311816
4.35279,0,1.22952,0
4.90877,0,1.22952,0
5.00144,0,1.22952,0
5.46475,0,1.13652,0
5.09376,0,1.04351,0
5.09341,0,0.872548,0
5.00075,0,0.872548,0
5.3714,0,0.872548,0
5.09341,0,0.872548,0
5.09341,0,0.872548,0.0332829
5.00075,0,0.872548,0.0332829
4.53743,0,0.872548,0.0332829
4.72276,0,1.04351,0.0332829
4.81542,0,1.04351,0.0954508
5.18608,0,1.04351,0.157619
5.00109,0,1.13652,0.188458
5.09444,0.0535942,0.965555,0.374962
4.81645,0.0535942,0.965555,0.685312
4.81645,0.0535942,0.980608,0.809648
4.63112,0.0535942,0.809647,0.871816
4.81645,0.0535942,0.809647,0.871816
4.72379,1.27687,0.809647,0.685312
5.00144,1.18386,0.887601,0.654472
5.00178,1.27687,0.980608,0.74748
5.18711,1.27687,0.980608,0.685312
5.18711,1.27687,0.980608,0.685312
5.27977,1.27687,0.980608,0.685312
5.37243,1.27687,0.809647,0.685312
5.18711,1.27687,0.638686,0.685312
5.55776,0.971052,0.125801,0.74748
5.46544,1.06406,0.125801,0.74748
5.00212,1.06406,0.125801,0.840487
5.18745,1.06406,0.218809,0.840487
4.90946,1.06406,0.218809,0.840487
4.9098,1.15707,0.218809,0.591816
4.91015,1.25007,0.140855,0.715663
5.00281,1.25007,0.233862,0.529159
5.18814,1.25007,0.233862,0.529159
5.18814,1.25007,0.233862,0.529159
5.55879,1.25007,0.404823,0.529159
5.65146,1.25007,0.404823,0.529159
5.83678,1.25007,0.404823,0.529159
5.83678,1.25007,0.311816,0.404824
5.74412,1.25007,0.311816,0.311816
5.55845,0.851248,0.311816,0.249649
5.55845,1.15707,0.311816,0.187481
5.46578,1.15707,0.311816,0.373984
5.74378,1.76871,0.311816,0.560488
6.11443,2.38034,0.311816,0.436152
6.57844,2.56636,0.497831,0.622167
6.76376,2.56636,0.497831,0.80867
6.48577,2.56636,0.497831,0.80867
6.39345,2.65937,0.668792,0.746503
6.30079,2.65937,0.668792,0.83951
5.93013,2.96519,0.590838,0.83951
6.0228,2.96519,0.590838,0.83951
6.20813,2.96519,0.590838,0.83951
5.93013,2.35355,0.590838,0.83951
5.93013,2.65937,0.590838,0.83951
6.11546,2.65937,0.590838,0.83951
5.46613,2.47335,0.404823,0.653495
5.74412,2.47335,0.404823,0.653495
5.83678,2.77917,0.404823,0.653495
6.11477,3.39081,0.404823,0.653495
6.57809,4.00245,0.404823,0.653495
6.20744,4.00245,0.404823,0.653495
6.20744,4.00245,0.404823,0.529159
6.39277,4.00245,0.404823,0.529159
6.76342,4.61409,0.233862,0.591327
6.76342,4.61409,0.233862,0.715663
6.67076,4.61409,0.233862,0.715663
6.39242,4.52108,0.140855,0.49832
6.29976,4.52108,0.140855,0.560488
6.20709,4.52108,0.140855,0.684823
6.20744,4.61409,0.233862,0.777831
6.20744,4.30827,0.233862,0.653495
6.20744,3.69663,0.0629006,0.653495
5.83678,4.00245,0.233862,0.466992
5.55879,3.39081,0.233862,0.404824
5.92945,2.77917,0.233862,0.280488
5.83678,2.77917,0.233862,0.280488
5.93013,2.96519,0.590838,0.466503
5.37415,3.57682,0.590838,0.466503
5.65214,3.57682,0.7618,0.404335
5.74481,2.65937,0.590838,0.466503
5.65214,2.65937,0.590838,0.466503
5.55948,2.96519,0.590838,0.466503
4.91083,2.96519,0.7618,0.466503
4.81817,2.65937,0.7618,0.466503
4.72551,2.04773,0.668792,0.342167
4.72551,2.04773,0.668792,0.24916
4.26184,1.95472,0.668792,0.124824
3.79818,1.55589,0.575785,0.0318169
3.52019,0.944255,0.575785,0.0318169
3.05687,0.944255,0.575785,0.0939847
2.40823,0.944255,0.746746,0.156153
2.50089,0.944255,0.746746,0.156153
2.87154,0.944255,0.746746,0.21832
3.05687,0.944255,0.746746,0.21832
3.2422,0.944255,0.746746,0.0939847
3.14954,0.944255,0.917708,0.0318169
3.14988,1.03726,0.917708,0.0318169
3.05722,1.03726,0.839754,0.124824
2.68656,1.03726,0.839754,0.0626565
3.05722,1.03726,0.839754,0.0626565
3.24254,1.03726,0.839754,0.0626565
3.33521,1.03726,0.839754,0.0626565
3.52053,0.731443,0.746746,0.0626565
3.42787,0.731443,0.746746,0
3.2422,0.638436,0.575785,0
3.33486,0.638436,0.746746,0
3.05687,0.638436,0.746746,0
3.2422,0.638436,0.575785,0
3.2422,0.638436,0.575785,0
3.33486,0.638436,0.746746,0
3.33486,1.25007,0.575785,0
3.89085,0.944255,0.575785,0.0318169
4.44683,0.944255,0.575785,0.156153
5.2808,0.944255,0.575785,0.21832
6.11477,0.944255,0.404823,0.529159
6.3001,1.25007,0.575785,0.653495
6.11512,1.34308,0.668792,0.80867
6.39345,2.04773,0.668792,0.80867
6.57878,2.35355,0.839754,0.901678
6.67144,2.35355,0.932761,0.963846
6.67144,1.74191,1.27468,0.901678
6.76411,1.74191,1.44565,0.83951
6.85677,1.74191,1.27468,0.83951
6.85677,2.35355,1.27468,0.83951
7.13476,2.96519,1.61661,0.963846
7.22743,2.96519,1.61661,0.963846
7.41275,2.96519,1.61661,1.08818
7.41275,2.96519,1.61661,1.08818
7.41275,2.96519,1.61661,1.33685
7.22743,2.96519,1.61661,1.33685
7.13476,2.96519,1.61661,1.39902
7.41275,2.96519,1.78757,1.39902
7.22743,2.96519,1.78757,1.39902
7.41275,3.57682,1.78757,1.39902
7.69109,3.66983,2.05154,1.49203
6.67144,4.18846,1.95853,1.39902
5.74481,4.18846,1.78757,1.52336
5.74481,3.88264,1.78757,1.39902
5.28149,3.88264,1.78757,1.27468
4.91083,3.88264,1.78757,1.39902
4.81817,3.88264,1.69456,1.39902
4.6325,3.78964,1.43059,1.15084
4.26081,3.51061,1.24458,0.902655
4.16815,3.51061,1.75746,0.902655
3.79749,3.51061,1.92842,0.840487
3.79749,3.20479,1.92842,0.840487
3.70483,3.20479,2.09938,0.902655
3.4265,2.50015,1.83542,0.623144
3.24117,2.19433,1.83542,0.74748
3.24117,2.19433,1.40049,0.74748
3.33383,2.19433,1.40049,0.71664
3.0555,2.10132,1.40049,0.71664
2.68484,2.10132,1.40049,0.71664
2.31419,2.10132,1.22952,0.71664
2.22152,1.48968,1.22952,0.71664
1.94353,1.48968,1.57145,0.467969
1.94353,0.878045,1.57145,0.467969
2.31487,1.6757,1.92842,0.653984
2.5002,1.6757,1.92842,0.46748
2.59287,1.6757,1.75746,0.405313
2.31487,1.06406,1.75746,0.405313
2.0362,0.878045,1.57145,0.0327943
1.66485,0.69203,1.38543,0
1.66485,0.69203,1.38543,0
1.75786,0.785037,1.38543,0
1.38652,0.599022,1.10641,0
1.9425,1.21066,1.02846,0
1.47815,0.62582,0.842441,0
1.94147,0.62582,0.842441,0
2.31006,0,0.455358,0
2.12336,0,0.425251,0
2.77201,0,0.503205,0
2.7696,0,0.0231148,0
3.04622,0,0.769861,0
3.32352,0.0157458,1.26769,0
3.13682,0.866993,0.895662,0
2.76342,0.122934,0,0
3.04038,0,0,0
3.22467,0,0,0
2.85264,0,0,0
2.75929,0,0,0
3.22158,0,0,0
3.4045,0,0,0
3.40313,0,0,0
3.68112,0,0.468794,0
4.2371,0,0.468794,0
4.23572,0,0.096764,0
4.88368,0,0,0
5.16099,0,0,0
4.97463,0,0,0
5.15996,0,0,0
5.43692,0,0,0
5.89989,0,0,0
5.8992,0,0,0
5.62018,0,0,0
5.61812,0,0,0
5.89542,0,0,0
5.52374,0,0,0
5.52374,0,0,0
5.52305,0,0,0
5.33704,0,0,0
4.59538,0,0,0
4.31739,0,0,0
4.2261,0,0,0
4.50409,0,0,0
4.13413,0,0,0
4.60019,0,0,0
5.24918,0,0,0
5.24953,0,0,0
5.15686,0,0,0
5.52889,0,0,0
5.15892,0,0,0
5.25193,0,0,0
5.06729,0,0,0
4.04799,0,0,0
4.04868,0,0,0
4.05005,0,0,0
4.05212,0,0.0489167,0
3.9622,0.682543,0,0
3.87057,1.26738,0.373099,0
4.2426,1.63941,0.931143,0
4.98631,2.9021,1.24027,0
5.26465,2.07765,1.33328,0
5.72934,2.44968,2.04723,0.322079
5.82235,2.54269,2.3112,0.352918
6.10103,1.81125,2.23325,0.445926
5.91639,1.99726,2.32625,0.911451
6.84509,1.94367,3.14827,1.43866
6.75208,1.85066,3.14827,1.43866
7.4021,1.61105,3.17837,2.05936
7.21815,1.98308,3.5504,2.43139
6.94084,2.1691,4.2493,2.30656
7.03385,2.2621,4.00039,2.46174
6.84921,1.83648,4.1864,2.77209
6.57122,1.83648,3.67352,2.95859
6.75723,2.0225,3.34665,3.02027
7.12892,2.30152,3.87459,3.20629
7.49958,2.30152,3.3617,3.17496
7.68628,2.67355,3.14289,3.60915
8.05762,2.85956,3.32891,3.67083
8.98426,2.24792,2.63001,3.60867
9.1689,2.06191,2.44399,3.23664
8.33424,2.18171,2.44399,3.1123
8.24088,2.60734,2.25798,2.98845
8.24088,2.60734,2.25798,2.86412
9.26087,3.40499,1.76015,2.9258
10.0948,3.40499,1.76015,2.49062
10.0022,3.40499,1.41823,2.55279
10.4648,3.21898,0.890288,2.24244
10.2795,2.91316,0.890288,2.18027
10.1865,2.51433,0.968242,2.2116
10.3715,2.42132,0.782227,2.14992
11.5761,2.42132,1.0462,2.18076
12.4087,2.04929,0.752121,1.80873
11.8506,1.49125,0.365038,1.21985
11.7559,0.933204,0.241923,0.75481
12.1266,0.933204,0.148916,0.630474
11.9412,0.321565,0.6618,0.599635
12.3119,0.321565,0.754808,0.568306
12.4969,0.228558,0.148916,0.661803
12.4042,0.228558,0.148916,0.661803
13.7945,0.627384,0.148916,0.599635
13.9792,0.44137,0,0.879634
14.0718,0.44137,0,1.12831
14.0718,0.44137,0.0559087,1.31481
14.1645,0,0.0559087,1.50131
14.0718,0,0,1.25264
14.6285,0,0,1.43866
14.3498,0,0.0559087,1.31481
14.1645,0,1.08168,1.31481
14.4421,0,0.98867,1.34614
14.4414,0,1.4865,1.40879
13.6995,0,1.64241,1.34711
14.0701,0,1.98433,1.09844
13.5141,0,2.15529,1.40928
13.6054,0,1.78326,1.5346
12.8634,0,1.93917,1.47292
12.8631,0,1.84616,1.44208
12.2144,0,1.84616,1.87725
12.5844,0,1.56714,1.78473
12.1194,0,1.53704,1.66137
11.4683,0,2.42464,2.00501
11.0973,0,2.50259,2.16067
9.61194,0,2.7843,1.60312
9.2406,0,2.42732,1.97661
7.93952,0,1.65316,1.10919
7.93884,0,1.6381,1.70003
7.84411,0,2.02787,2.38534
7.00911,0,2.60366,2.9145
6.91266,0,2.85526,1.67408
4.49894,0,2.15905,0.930998
3.7566,0,2.65688,0.776311
3.10726,0,2.81279,0.838968
3.47792,0,2.81279,1.08764
4.68392,0.58005,3.18482,1.95701
4.49791,1.00567,2.9988,1.83316
4.03528,0.885869,3.77566,2.01918
3.19993,1.12548,3.65254,1.92715
1.71421,0.594231,3.57728,1.21491
1.06213,0.581614,2.83322,0.96819
0.691477,0.887434,2.91117,0.96819
1.24746,2.11071,3.08213,1.27903
0.967749,1.64567,3.54986,0.720985
0.874742,2.47012,3.61276,1.09399
1.43141,2.0445,4.48262,0.53497
1.6164,1.95149,5.41538,0.503153
1.24505,2.37712,4.90249,0.317139
1.24333,2.52372,4.18854,0.00776547
0.40833,2.2447,3.83156,0
0,1.83325,2.21765,0
0,2.96352,2.37355,0
0,3.00294,3.44448,0
0,1.34142,3.21331,0
0,2.5647,2.70042,0
0,3.73438,2.9945,0
0,4.38543,4.23639,0
0,3.28196,4.14338,0
0,4.38543,4.51541,0
0,3.8936,3.90952,0
0,2.97614,2.9617,0
0,3.77379,2.35581,0
0,2.5111,1.45585,0
0,3.45536,1.79777,0
0,3.12274,1.11392,0
0,3.28196,1.92088,0
0,2.08548,1.57896,0
0,2.76333,1.78003,0
0,5.11687,0.661252,0
0,5.64812,1.66928,0
0.411767,5.92714,1.85529,0
0.13412,6.02015,1.77734,0
0,4.70387,1.43542,0
0,5.50152,0.937587,0
0.319447,3.87942,0.580611,0
0.597782,3.97242,1.79239,0
1.24643,3.36079,1.79239,0
1.24505,1.15384,1.42036,0
1.98946,1.68509,1.91551,0
1.98877,0.887434,1.29456,0
2.54303,0.422397,0.223635,0
1.42729,0,0,0
0.407643,0,0,0
0.685291,0,0.568245,0
0.220941,0,0,0
0,0,0,0
0.312574,0,0,0
0.499276,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.0279408,0
0,0,0,0
0,0,0,0
0,0,0.432764,0
0,0,0.447818,0
0,0,0.540825,0
0,0,0.990809,0
0,0,2.27786,0
0,0,1.82788,0
0,0,1.67197,0
0,0,2.80311,0
0,0,2.35313,0
0,0,2.55419,0
0,0.0897803,3.08213,0
0.0448927,2.05712,3.04934,0
0,1.37927,2.41334,0
0,0,1.45047,0
0,0.674622,1.97841,0
0,0.767629,1.97841,0
0,0,0.937587,0
0,0,0.90748,0
0,0,0.0225665,0
0,0.302592,1.10855,0
0,0,0,0
0,0,0.193528,0
0,0,0.0376199,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.236382,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.06282,0,0,0
1.98911,0.0629833,0,0
2.26848,0.435013,0,0
1.71146,0,0,0
1.61846,0.368803,0,0
1.52682,0.0361862,0,0
2.45518,0,0.592977,0
2.45449,0,1.43273,0
2.54716,0,0.329008,0
1.80379,0,0,0
0.874055,0,0,0
1.24574,0,0.565558,0
0.503056,0,0.613405,0
0.874398,0,0.892427,0
0.877148,0.0629833,1.04565,0
1.71353,0.714035,1.26177,0
0.692851,0.0361862,1.04565,0
0.413829,0,1.20156,0
0,0,1.8854,0
0,0,2.24238,0
0,0,1.8854,0
0,0,1.84024,0
0,0,2.7101,0
0,0,2.46119,0
0,0,1.32736,0
0,0,0.145681,0
0,0,0.346749,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.638137,0
0.141337,0,0.140306,0
0.607061,0,0,0
0.608436,0,0,0
0.796513,0,0,0
1.16717,0,0,0
1.16854,0.0204403,0,0
2.00595,0.644695,0.738137,0
2.56297,1.53536,0.846197,0
2.74967,1.29575,0.534381,0
2.93534,0.777116,0.192458,0
2.74898,0.498093,1.20317,0
2.65769,1.78758,2.58592,0
2.00939,1.88059,3.19181,0
2.38004,2.49223,3.37782,0
2.28807,2.98406,3.22192,0
2.0087,2.00039,2.84989,0
2.65872,1.45496,3.05096,0
3.21196,0,3.33266,0
3.58399,0,3.78265,0
3.86369,0,4.93153,0
4.32701,0,4.68262,0
5.0697,0.0850858,4.71272,0
5.5337,0.57692,4.80573,0
4.9791,0.64313,5.34872,0
4.70007,0.364108,4.64982,0
4.79308,1.06875,4.74283,0
4.32942,0.669927,4.64982,0
5.0721,0.430318,5.7057,0
4.88506,0,5.24066,0
4.14169,0,4.68262,0
4.60569,0,4.35575,0
4.60466,0,4.07672,0
5.06764,0,4.23263,0
5.2509,0,4.70036,0
5.25056,0,5.3842,0
6.27192,0.351492,5.77128,0
6.54991,1.26895,6.62609,0
6.91988,2.30621,6.09815,0
7.56887,2.39922,6.17611,0
6.82618,1.41555,5.97504,0
6.45415,1.04352,4.93422,0
5.80345,0.179658,5.06002,0
5.2454,1.15071,4.67294,0
5.70838,2.28098,5.34173,0
5.70666,2.42758,4.70573,0
6.16757,1.77653,3.6348,0
6.44625,1.04509,3.88372,0
6.44419,1.09868,2.89074,0
6.90716,1.61731,2.98375,0
7.92646,1.61731,3.16976,0
8.38978,1.00567,2.05099,0
8.85207,1.94993,0.995113,0
10.52,2.25575,1.33704,0
10.7053,2.25575,1.43004,0
11.2613,2.86739,1.69401,0
11.9113,3.23942,1.78702,0
13.0264,3.46484,1.67627,0
13.582,3.67766,2.28216,0
13.9527,4.28929,2.54613,0
13.6747,4.59511,2.71709,0
13.7674,4.59511,3.15202,0
15.6231,5.24617,3.36815,0
15.6227,5.15316,3.18213,0
15.2514,4.66132,2.91816,0
15.0671,4.63453,2.94827,0
14.8817,3.71707,2.60635,0
15.4384,3.90308,3.47621,0
15.5311,3.29145,3.64717,0
16.4591,3.66347,4.36112,0
16.7364,2.86582,4.17511,0
16.5521,3.14484,4.28317,0
17.2014,3.33086,4.8111,0
17.1101,2.17379,5.18313,0
16.7395,1.56215,5.18313,0
17.6685,2.2132,5.57022,0
18.0409,1.45496,6.89006,0
18.7843,1.09555,7.10618,0
19.5249,2.13281,6.23632,0
19.6196,2.07922,6.03257,0
19.8084,2.09184,5.25303,0
20.1818,1.61262,5.31324,0
20.8335,3.06132,5.03153,0
21.4829,3.24734,5.63742,0
21.6692,4.138,5.66753,0
21.8559,3.89839,6.03956,0
21.2073,3.89839,5.44872,0.350963
21.5779,4.20421,4.93584,0.102292
21.4863,2.64831,4.36005,0.381314
21.58,2.62152,4.63907,0.784672
20.8407,3.17956,4.34231,1.52922
21.0268,5.20049,5.21217,1.7774
22.1394,5.38651,5.05626,1.96342
21.0254,4.82846,3.72137,1.34321
21.3027,4.64245,3.53535,1.12635
22.3216,4.24362,3.87727,1.12635
22.6923,5.16108,3.87727,1.37502
22.8763,4.78905,4.18909,1.06516
22.8763,4.17741,3.67621,0.816489
22.0409,3.19374,3.6461,1.00397
21.6703,3.19374,3.81706,1.19047
21.2062,3.00773,3.97297,0.942291
20.3723,3.00773,4.31489,0.942291
18.7029,2.6357,4.11382,1.0676
17.6836,2.6357,3.7719,1.19194
15.3643,1.89164,2.93483,0.385712
15.2716,1.89164,2.25099,0.230537
13.9733,1.91844,1.21017,0.0445224
13.3243,1.82543,0.775235,0
12.7677,2.25105,0.325252,0.0141715
13.1383,3.16851,1.35102,0
12.952,3.50113,1.67789,0
12.6733,2.70347,1.49187,0
12.4876,1.99883,0.963937,0
13.2293,2.70347,0.373099,0
13.2296,2.18484,0.466106,0.0464771
13.0446,1.05457,0.901037,0.29466
11.0959,0.310514,0.4989,0
10.0742,0,0.282779,0
9.23819,0,0,0
9.79486,0,0.252672,0
8.68186,0,0.315573,0
8.12485,0,0.285466,0
8.40319,0,0.456427,0
8.30984,0,0.705343,0
8.0315,0,0.36342,0
7.56715,0,0,0
6.6412,0,0,0
5.89989,0,0,0
5.15721,0,0,0
5.06454,0,0,0
5.06592,0,0,0
5.06592,0,0,0
4.78861,0,0,0
4.97394,0,0,0
5.15996,0,0,0
5.347,0,0,0
5.90367,0,0,0
6.08934,0,0,0
5.99634,0,0,0
6.08969,0,0,0
6.27742,0,0.591908,0
6.92675,0,0.436,0
7.0201,0.988363,0.10913,0
7.11414,0.748754,0.48116,0
7.76313,0,0.823083,0
8.32015,0,0.15429,0
8.78415,0.083521,0.433313,0
9.71148,0.269536,1.05426,0
10.3598,0,1.0392,0
10.4545,0.122934,1.59725,0
11.9378,0.308949,1.78326,0
12.8644,0.00312969,1.44134,0
12.4011,0.00312969,1.70531,0
12.2165,0.189144,1.5494,0
12.8644,0.308949,1.19243,0
13.2361,0.587971,0.694594,0
13.6995,0.587971,0.352671,0
14.3481,0,0.445679,0
14.9961,0,0.94351,0
