TF_A,TF_B,TF_C,TF_D,TF_E,TF_F,TF_G,TF_H,TF_I,TF_J
0.902905,0,0,1.54033,0,0,0,14.7036,0.1236,0
1.64492,0,0,2.67392,0,0,0,14.3691,0.248561,0
0,0,0,0.745826,0,0,0,12.6061,0,0
0,0,0,0.194608,0,0,0,10.9404,0,0
0,0,0,0,0,0,0,9.23854,0,0
0,0,0,0,0,0,0,7.99093,0,0
0,0,0,0,0,0,0,7.73781,0,0
0,0,0,0,0,0,0,6.90387,0,0
0,0,0,0,0,0,0,6.47667,0,0
0,0,0,0,0,0,0,4.37921,0,0
0,0,0,0,0,0,0,4.37921,0,0
0,0,0,0,0,0,0,4.0899,0,0
0,0,0,0,0,0,0,3.3079,0,0
0,0,0,0,0,0,0,2.30207,0,0
0,0,0,0,0,0,0,2.30207,0,0
0,0,0,0,0,0,0,1.74154,0,0
0,0,0,0,0,0,0,2.00819,0,0
0,0,0,0,0,0,0,1.57878,0,0
0,0,0,0,0,0,0,2.52574,0,0
0,0,0,0,0,0,0,1.17644,0,0
0,0,0,0,0,0,0,0.154871,0,0
0,0,0,0,0,0,0,0.613713,0,0
0,0,0,0,0,0,0,0.873593,0,0
0,0,0,0,0,0,0,0.0983615,0,0
0,0,0,0,0,0,0,0.337936,0,0
0,0,0,0,0,0,0,1.2668,0,0
0,0,0,0,0,0,0,1.23736,0,0
0,0,0,0,0,0,0,1.73681,0,0
0,0,0,0,0,0,0,2.2657,0,0
0,0,0,0,0,0,0,2.90525,0,0
0,0,0,0,0,0,0,3.27815,0,0
0,0,0,0,0,0,0,4.64098,0,0
0,0,0,0,0,0,0,5.90213,0,0
0,0,0,0,0,0,0,6.48973,0,0
0,0,0,0,0,0,0,7.05703,0,0
0,0,0,0,0,0,0,7.20845,0,0
0,0,0,0,0,0,0,7.73954,0,0
0,0,0,0,0,0,0,8.34745,0,0
0,0,0,0,0,0,0,8.76789,0,0
0,0,0,0,0,0,0,8.77465,0,0
0,0,0,0,0,0,0,9.72839,0,0
0,0,0,0,0,0,0,9.74869,0,0
0,0,0,0,0,0,0,10.0018,0,0
0,0,0,0,0,0,0,9.38933,0,0
0,0,0,0,0,0,0,8.82203,0,0
0,0,0,0,0,0,0,9.57916,0,0
0,0,0,0,0,0,0,9.37123,0,0
0,0,0,0,0,0,0,9.93852,0,0
0,0,0,0,0,0,0,10.6075,0,0
0,0,0,0,0,0,0,10.0741,0,0
0,0,0,0,0,0,0,10.7452,0,0
0,0,0,0,0,0,0,11.2357,0.356628,0
0.461606,0,0,0,0,0,0,11.8438,1.50255,0
0.352932,0,0,0,0,0,0,11.1567,0.106707,0
0.0516531,0,0,0,0,0,0,11.7037,1.28945,0
0.693246,0,0,0,0,0,0,11.8551,1.37759,0
1.83496,0,0,0,0,0,0,12.0087,0.786225,0
2.90703,0,0,0,0,0,0,12.4314,0,0
1.92512,0,0,0,0,0,0,11.5431,0,0
2.51962,0,0,0,0,0,0,12.3997,0,0
2.78607,0,0,0,0,0,0,11.9952,0,0
2.53391,0,0,0,0,0,0,11.2448,0,0
2.97666,0,0,0,0,0,0,12.0742,0,0
2.87001,0,0,0,0,0,0,11.8323,0,0
3.06884,0,0,0,0,0,0,12.2301,0,0
3.11594,0,0,0,0,0,0,11.8729,0,0
1.94546,0,0,0,0,0,0,11.3757,0,0
1.52323,0,0,0,0,0,0,12.0695,0,0
1.93116,0,0,0,0,0,0,11.8842,0,0
2.35138,0,0,0,0,0,0,11.2131,0.154664,0
2.00703,0,0,0,0,0,0,11.1679,0.180332,0
1.66471,0,0,0,0,0,0,10.8334,0,0
2.27973,0,0,0,0,0,0,11.2584,0,0
3.20629,0,0,0.718825,0,0,0,12.5647,0,0
2.6303,0,0,0.72999,0,0,0,12.4246,0,0
2.26543,0,0,0,0,0,0,11.7986,0,0
0.828492,0,0,0,0,0,0,11.6562,0,0
0.320128,0,0,0,0,0,0,12.3522,0,0
0.408276,0,0,0,0,0,0,12.0291,0,0
0.211455,0,0,0,0,0,0,11.3103,0,0
0,0,0,0,0,0,0,10.2798,0,0
0,0,0,0,0,0,0,10.2549,0,0
0,0,0,0,0,0,0,9.92042,0,0
0,0,0,0,0,0,0,9.89555,0,0
0,0,0,0,0,0,0,10.4041,0,0
0.131554,0,0,0,0,0,0,10.5804,0,0
0,0,0,0,0,0,0,10.3182,0,0
0.266799,0,0,0,0,0,0,9.98826,0,0
0.455373,0,0,0,0,0,0,10.0832,0,0
0,0,0,0,0,0,0,8.97566,0,0
0,0,0,0,0,0,0,8.16202,0,0
0,0,0,0,0,0,0,8.83101,0,0
0,0,0,0,0,0,0,9.08191,0,0
0,0,0,0,0,0,0,9.15196,0,0
0,0,0,0,0,0,0,8.46047,0,0
0,0,0,0,0,0,0,8.32258,0,0
0,0,0,0,0,0,0,7.76662,0,0
0,0,0,0,0,0,0,7.48187,0,0
0,0,0,0,0,0,0,7.63786,0,0
0,0,0,0,0,0,0,7.92481,0,0
0,0,0,0,0,0,0,9.0232,0,0
0,0,0,0,0,0,0,9.49101,0,0
0,0,0,0,0,0,0,9.11135,0,0
0,0,0,0,0,0,0,8.71814,0,0
0,0,0,0,0,0,0,8.87414,0,0
0,0,0,0,0,0,0,9.69911,0.962521,0
0.74456,0,0,0.378565,0,0,0,10.0157,2.10845,0
0.4781,0,0,0.466713,0,0,0,10.2869,3.39048,0
0.767101,0,0,0,0,0,0,9.64953,3.42729,0
0.965938,0,0,0,0,0,0,10.3953,1.4546,0
1.16276,0,0,0.742322,0,0,0,11.4372,2.07163,0
0.994711,0,0,1.09491,0,0,0,11.6565,2.51237,0
1.56667,0,0,1.22772,0,0,0,12.0634,3.45634,0
1.47852,0,0,0.567194,0,0,0,11.6905,3.45634,0
1.49904,0,0,0.424391,0,0,0,11.6318,3.41952,0
2.66751,0,0,2.71507,0,0,0,12.4432,4.15038,0
2.89915,0,0,2.64926,0,0,0,11.8602,4.17605,0
2.71058,0,0,2.56111,0,0,0,12.1314,4.32667,0
2.4892,0,0,1.49333,0,0,0,12.4545,3.84912,0
2.22274,0,0,1.84593,0,0,0,13.3834,2.61842,0
2.38676,0,0,1.9564,0,0,0,13.3179,1.86528,0
1.77797,0,0,1.79127,0,0,0,13.0332,2.10406,0
3.54496,0,0,2.50762,0,0,0,14.4525,2.03043,0
3.55522,0,0,1.27471,0,0,0,14.2243,2.11858,0
4.77904,0,0,1.25355,0,0,0,15.377,3.56577,0
5.39406,0,0,1.98107,0,0,0,17.1624,5.1011,0
5.49247,0,0,1.83826,0,0,0,18.0845,5.45369,0
6.42728,0,0.779406,2.42298,0,0,0,19.122,6.05958,0
6.52569,0,1.55438,2.02689,0,0,0,19.5763,6.88973,0
6.91933,0.043946,2.4219,2.75441,0,0,0,20.6024,5.71037,0
6.577,0,2.65403,0.915629,0,0,0,20.6792,5.6847,0
6.16907,0,3.30853,0.320921,0,0,0,20.295,4.9427,0
6.53394,0,4.50588,0.00182172,0,0,0,20.5097,5.119,0
7.03002,0,5.2948,0.442562,0,0,0,21.9312,5.14467,0
6.80864,0,5.39691,0,0,0,0,21.773,5.05652,0
7.25965,0,6.42237,0.29976,0,0,0,22.0307,5.196,0
7.16124,0,6.42237,0,0,0,0,22.6951,4.71845,0
7.61224,0,7.15547,0.00298957,0,0,0,23.0026,3.81468,0
7.766,0.204314,7.52201,0.597698,0,0,0,23.0704,3.84035,0
8.3297,0.810093,7.61016,2.09505,0,0,0,22.867,4.97175,0
7.47901,0.4575,7.44782,2.07272,0,0,0,22.9574,4.1416,0
6.97065,0.798834,7.08127,2.31483,0,0,0,23.3506,3.5759,0
6.60578,0.963872,7.50365,2.54579,0,0,0,23.7687,2.35635,0
7.24737,0.837279,7.69391,3.29446,0,0,0,24.4014,2.20572,0
6.13223,0.396539,6.55239,3.18398,0,0,0,24.4737,1.28743,0
5.86779,0.132094,6.06977,3.91033,0,0,0,24.3991,1.50054,0
5.95594,1.07921,6.06977,3.83335,0,0,0,25.816,1.82746,0
5.77964,0.38528,6.00954,3.89917,0,0,0,26.0511,2.27935,0
6.22038,1.29395,6.77055,3.66821,0,0,0,27.3912,2.06624,0
5.68948,0.864466,6.87266,4.32874,0,0,0,27.9924,2.54379,0
5.60133,0.952614,7.39714,4.08663,0,0,0,28.5619,2.54379,0
4.5846,1.80032,7.33691,3.97615,0,0,0,28.9053,2.66875,0
4.62968,1.83877,6.9564,3.79985,0,0,0,28.7042,1.77613,0
3.88968,1.91565,6.42751,3.44726,0,0,0,28.9459,0.468426,0
4.5518,1.23299,6.47379,3.38144,0,0,0,29.7731,1.12228,0
3.98809,1.27143,6.00513,2.78673,0,0,0,29.4454,0.468426,0
3.78101,1.26017,5.7686,3.17165,0,0,0,28.695,0.505239,0
4.78545,2.09195,6.28353,3.62356,0,0,0,29.8251,1.12228,0
5.20567,2.52143,5.96326,3.95382,0,0,0,30.1595,0.644723,0
4.43286,1.52462,5.72673,2.28017,0,0,0,29.7188,0.29213,0
4.71985,1.27143,5.81488,1.96107,0,0,0,29.6736,0.468426,0
4.1336,0.450912,4.90989,1.78478,0,0,0,30.4081,0.0533536,0
3.85688,0.450912,4.50147,1.78478,0,0,0,29.4973,0.0533536,0
3.89994,0.715356,5.36459,1.3887,0,0,0,30.0217,0.0790214,0
3.18248,0.792246,4.70568,0.705839,0,0,0,29.4408,0,0
4.27306,2.4558,5.54529,1.93991,0,0,0,30.0172,0.156025,0
4.5047,2.20262,4.99289,1.95108,0,0,0,29.6557,0.420469,0
4.11729,2.20262,5.095,1.62081,0,0,0,29.4026,0.420469,0
3.94099,1.3821,5.02081,1.44452,0,0,0,28.8466,0.244173,0
3.95126,1.55839,4.27816,1.62081,0,0,0,28.8331,0,0
3.84057,1.55839,4.58447,1.29055,0,0,0,27.8839,0,0
3.39781,1.12891,4.38026,0.960287,0,0,0,26.65,0,0
3.0104,1.12891,4.07395,0.795155,0,0,0,25.7957,0,0
2.9633,1.74595,4.38467,1.08193,0,0,0,24.0399,0,0
2.87314,1.8838,4.53305,0.773994,0,0,0,22.7789,0,0
3.00435,2.23639,4.47722,0.466059,0,0,0,22.2772,0,0
3.20118,2.55054,5.00611,0.00415741,0,0,0,21.1925,0.361368,0
2.82403,1.86787,5.28451,0.0153219,0,0,0,20.04,0.537664,0
2.6908,1.52654,4.86213,0,0,0,0,19.1157,0.148259,0
2.79947,1.10831,4.89445,0.213947,0,0,0,18.544,0.111446,0
3.3038,1.73661,5.03329,0.611198,0,0,0,18.9057,1.16922,0
3.46581,1.32964,4.79161,0.832152,0,0,0,17.7307,1.57315,0
3.1112,0.558826,2.83765,0.9203,0,0,0,16.047,0.706194,0
2.6787,0.735122,2.29921,0.436069,0,0,0,14.8312,0,0
2.23595,0,1.9929,0.105806,0,0,0,13.1544,0,0
1.64768,0,2.5497,0.128135,0,0,0,11.7035,0,0
1.55752,0,2.49387,0.480727,0,0,0,10.9171,0,0
1.06968,0,2.56807,0.491892,0,0,0,9.85952,0,0
0.891372,0,2.24779,0.172793,0,0,0,9.04824,0,0
0.559305,0,1.12464,0.172793,0,0,0,6.77024,0,0
0.225222,0,0.952745,0,0,0,0,5.82564,0,0
0,0,0.604559,0,0,0,0,4.92622,0,0
0,0,0.154267,0,0,0,0,4.20986,0,0
0,0,0.669199,0,0,0,0,4.21899,0,0
0,0,0.669199,0,0,0,0,3.68113,0,0
0,0,0.655241,0,0,0,0,3.45965,0,0
0,0,0.144716,0,0,0,0,3.14326,0,0
0,0,0.571499,0,0,0,0,3.35576,0,0
0,0,0.571499,0,0,0,0,3.10265,0,0
0,0,0.367289,0,0,0,0,3.13429,0,0
0,0,0.23727,0,0,0,0,2.96256,0,0
0,0,0.413566,0,0,0,0,3.07558,0,0
0,0,0.311461,0,0,0,0,2.94902,0,0
0,0,0.283547,0,0,0,0,3.41007,0,0
0,0,0.459843,0,0,0,0,3.68128,0.46303,0
0,0,0.153527,0,0,0,0,3.99767,0.46303,0
0,0,0,0,0,0,0,4.00444,0.374882,0
0,0,0,0,0,0,0,4.38411,0.374882,0
0,0,0,0,0,0,0,4.89033,0.374882,0
0,0,0.0793363,0,0,0,0,5.55475,0.286734,0
0,0,0.255633,0.186293,0,0,0,6.14235,0.940583,0
0,0,0.255633,0.186293,0,0,0,6.27567,0.940583,0
0,0,0.255633,0.186293,0,0,0,6.6237,0.940583,0
0.081916,0,0.255633,0.186293,0,0,0,7.035,0.940583,0
0.192605,0,0.459843,0.351425,0,0,0,7.38303,0.940583,0
0.182342,0,0.283547,0.175128,0,0,0,7.5864,0.764287,0
0.348376,0,0.283547,0.175128,0,0,0,8.12426,0.764287,0
0.348376,0,0.0793363,0.175128,0,0,0,8.37737,0.52551,0
0.625098,0,0.0793363,0.175128,0,0,0,8.88359,0.52551,0
0.625098,0.357262,0.283547,0.505392,0,0,0,10.2124,0.52551,0
0.53695,0.0543729,0.195399,0.417244,0,0,0,10.5989,0.437362,0
0.647639,0.0543729,0.399609,0.417244,0,0,0,11.3266,0.198586,0
0.582032,0,0.135164,0.240948,0,0,0,11.6565,0.0222893,0
0.80341,0,0.135164,0,0,0,0,11.8463,0,0
0.914099,0,0.135164,0.317931,0,0,0,11.948,0,0
0.991984,0,0.135164,0.317931,0,0,0,12.1378,0,0
1.32405,0,0.135164,0.317931,0,0,0,12.4542,0,0
1.32405,0,0,0.813327,0,0,0,13.1819,0,0
1.50035,0,0.10725,0.989623,0,0,0,14.0859,0,0
1.32405,0,0,0.152799,0,0,0,14.7322,0,0
1.82215,0,0,0.483063,0,0,0,15.6181,0,0
1.97792,0,0.0749304,0.306767,0,0,0,15.7582,0,0
1.80163,0,0,0.0423223,0,0,0,16.2463,0,0
1.91232,0,0,0.0423223,0,0,0,16.5378,0,0
2.11115,0,0.585456,0.218619,0,0,0,17.3469,0,0
2.36533,0,0.789667,0.38375,0,0,0,18.1311,0,0
2.30999,0,0.61337,0.471899,0,0,0,19.365,0,0
2.09063,0,0.58105,0.185125,0,0,0,19.9051,0,0
1.67243,0,0.446625,0,0,0,0,19.6745,0,0
1.99423,0,0.650836,0.151632,0,0,0,19.9909,0,0
1.72979,0,0.284286,0.547714,0,0,0,20.5174,0,0
2.00651,0,0.794812,0.877978,0,0,0,20.992,0,0
2.17254,0,1.20323,0.877978,0,0,0,21.3717,0,0
2.8715,0,1.15696,1.18591,0,0,0,21.3038,0,0
2.22166,0,0.888105,0.139299,0,0,0,20.4856,0,0
1.93669,0,0.475279,0,0,0,0,19.855,0,0
1.68452,0.0796403,0,0,0,0,0,19.6742,0,0
1.45288,0,0.252705,0,0,0,0,19.0549,0,0
1.32166,0.409716,0,0,0,0,0,18.5125,0,0
0.550871,0,0,0,0,0,0,17.0615,0,0
0.993627,0,0,0,0,0,0,16.9983,0,0
0.819346,0,0,0,0,0,0,16.4761,0,0
0.511835,0,0,0,0,0,0,16.2953,0,0
0.634802,0,0,0,0,0,0,16.1257,0,0
0.591736,0,0,0,0,0,0,16.3675,0,0
0.91354,0,0,0,0,0,0,16.3178,0,0
0.872489,0,0,0,0,0,0,16.3403,0,0
0.47683,0,0,0,0,0,0,15.7233,0,0
0.74329,0,0,0,0,0,0,15.6735,0,0
0.337368,0,0,0,0,0,0,15.1084,0,0
0,0,0,0,0,0,0,14.2021,0,0
0,0,0,0,0,0,0,14.0483,0,0
0,0,0,0,0,0,0,14.0935,0,0
0,0,0,0,0,0,0,13.2639,0,0
0,0,0,0,0,0,0,12.0412,0,0
0,0,0,0,0,0,0,11.7654,0,0
0,0,0,0,0,0,0,12.2941,0,0
0,0,0,0,0,0,0,11.4646,0,0
0,0,0,0,0,0,0,11.4736,0,0
0,0,0,0,0,0,0,10.9921,0,0
0,0,0,0,0,0,0,10.9581,0,0
0,0,0,0,0,0,0,11.3964,0,0
0,0,0,0,0,0,0,10.9533,0,0
0,0,0,0,0,0,0,10.0854,0,0
0,0,0,0,0,0,0,10.0627,0,0
0,0,0,0,0,0,0,8.68855,0,0
0,0,0,0,0,0,0,8.22058,0,0
0,0,0,0,0,0,0,7.40694,0,0
0,0,0,0,0,0,0,6.9684,0,0
0,0,0,0,0,0,0,6.87569,0,0
0,0,0,0,0,0,0,6.63155,0,0
0,0,0,0,0,0,0,6.74898,0,0
0,0,0,0,0,0,0,6.1025,0,0
0,0,0,0,0,0,0,6.15901,0,0
0,0,0,0,0,0,0,6.02789,0,0
0,0,0,0,0,0,0,6.73308,0,0
0,0,0,0,0,0,0,6.99296,0,0
0,0,0,0,0,0,0,8.55019,0,0
0,0,0,0,0,0,0,8.90278,0,0
0,0,0,0,0,0,0,10.1277,0,0
0,0,0,0,0,0,0,9.88358,0,0
0,0,0,0,0,0,0,10.1096,0,0
0,0,0,0,0,0,0,10.313,0,0
0,0,0,0,0,0,0,11.7662,0,0
0,0,0,0,0,0,0,12.903,0,0
0,0,0,0,0,0,0,13.6917,0,0
0,0,0,0,0,0,0,16.0061,0,0
0,0,0,0,0,0,0,17.1136,0,0
0,0,0,0,0,0,0,17.5814,0,0
0,0,0,0,0,0,0,18.1103,0,0
0,0,0,0,0,0,0,17.8911,0,0
0,0,0,0,0,0,0,18.3837,0,0
0,0,0,0,0,0,0,18.4108,0,0
0,0,0,0,0,0,0,19.9951,0,0
0.564047,0,0,0,0,0,0,21.028,0,0
1.37992,0,0,0,0,0,0,21.8281,0,0
2.16299,0,0,0,0,0,0,22.7299,0,0
2.74924,0,0,0,0,0,0,22.4068,0,0
3.00342,0,0,0,0,0,0,22.6847,0,0
3.74141,0,0,0,0,0,0,23.3967,0,0
4.29284,0,0,0,0,0,0,23.9323,0,0
4.6557,0,0,0,0,0,0,23.9234,0,0
3.66353,0,0,0,0,0,0,23.1933,0,0
3.25357,0,0,0,0,0,0,23.4962,0,0
4.30512,0,0,0,0,0,0,22.7752,0,0
5.0103,0,0,0,0,0,0,23.2522,0,0
4.66797,0,0,0,0,0,0,23.3674,0,0
5.04512,0,0,0,0,0,0,23.2476,0,0
5.16809,0,0,0,0,0,0,22.9651,0,0
5.18037,0,0,0,0,0,0,24.5606,0,0
6.11719,0,0,0,0,0,0,25.6952,0,0
6.19508,0,0,0,0,0,0,25.9166,0,0
6.21762,0,0,0,0,0,0,25.8285,0,0
5.04915,0,0,0,0,0,0,24.9989,0,0
4.02216,0,0,0,0,0,0,24.0271,0,0
2.70819,0,0,0,0,0,0,22.366,0,0
3.38259,0,0,0,0,0,0,21.4485,0,0
3.50555,0,0,0,0,0,0,20.9309,0,0
2.1793,0,0,0,0,0,0,20.9828,0,0
2.75529,0,0,0,0,0,0,22.4834,0,0
2.94185,0,0,0,0,0,0,23.0575,0,0
2.86598,0,0,0,0,0,0,23.306,0,0
3.67159,0,0,0.972105,0,0,0,24.0813,0,0
2.98491,0,0,1.47867,0,0,0,22.5242,0.0330823,0
2.02756,0,0,0.409723,0,0,0,20.9104,0,0
1.52946,0,0,0.982102,0,0,0,20.4991,0,0
1.49464,0,0,1.00443,0,0,0,21.1116,0,0
1.11951,0,0,1.1584,0,0,0,20.6822,0,0
1.06416,0,0,1.65379,0,0,0,20.9986,0,0
1.26098,0,0,2.51295,0,0,0,21.1162,0,0
1.91083,0,0,3.21813,0,0,0,22.1377,0,0
2.03178,0,0,2.89903,0,0,0,22.1558,0,0
1.88627,0,0,2.50295,0,0,0,21.8824,0,0
1.84119,0,0,3.58189,0,0,0,22.3051,0,0
1.49483,0,0,4.13311,0,0,0,22.8204,0.010793,0
2.47472,0,0,4.28824,0,0,0,23.3336,0.591018,0
2.67154,0,0,3.39676,0,0,0,23.8308,1.03176,0
2.43587,0,0,3.93682,0,0,0,24.075,1.17124,0
2.76592,0,0,4.30057,0,0,0,24.414,1.61198,0
3.3256,0.453662,0,4.93994,0,0,0,24.9656,1.32525,0
2.83776,0.503365,0,5.20438,0,0,0,24.8639,2.78358,0
1.97479,0.932848,0,5.36952,0,0,0,24.3193,2.78358,0
2.32738,0.553069,0,5.46883,0,0,0,23.7679,2.80924,0
2.50166,0.652475,0,6.49311,0,0,0,24.3465,3.09936,0
2.9424,1.48425,0,6.11936,0,0,0,24.116,2.76129,0
2.27827,1.48425,0,6.53777,0,0,0,24.3059,2.28373,0
2.3644,1.58366,0,6.31798,0,0,0,24.0438,2.09629,0
3.1352,1.90907,0.0698149,6.13169,0,0,0,24.3241,2.34959,0
2.33582,2.22321,0,6.99084,0,0,0,23.6824,1.92338,0
2.30301,1.70558,0.102135,6.4073,0,0,0,23.1197,0,0
2.21486,1.18795,0,6.48428,0,0,0,23.1581,0.314419,0
2.52238,0.857877,0.134455,6.68291,0,0,0,23.7819,0.843308,0
3.59243,1.22173,0.417262,6.98085,0,0,0,24.5436,2.83052,0
4.26683,1.61277,0.287243,7.48741,0,0,0,24.4984,2.76804,0
3.83635,0.918839,0.63543,7.38809,0,0,0,24.6769,2.5036,0
3.46122,0.654394,0,6.46312,0,0,0,23.8429,1.7616,0
4.11106,0.930097,0.157224,6.67291,0,0,0,24.4532,3.66067,0
4.15614,0.324319,0.593559,6.49662,0,0,0,24.5933,3.00682,0
4.95149,0.676911,1.26642,6.18868,0,0,0,24.9459,2.88186,0
4.59889,0.23617,1.01594,6.40847,0,0,0,24.6249,2.44112,0
4.65424,0,1.33621,6.40847,0,0,0,24.4984,2.44112,0
4.33445,0,0.853597,5.97889,0,0,0,24.8034,2.65423,0
4.57635,0,1.22015,6.16635,0,0,0,25.8205,2.76804,0
4.33244,0,0.797769,6.41963,0,0,0,26.3267,2.76804,0
4.76291,0,0.988022,6.50778,0,0,0,26.8442,2.46679,0
4.68503,0,1.26642,7.01434,0,0,0,26.6092,2.55494,0
4.20947,0,1.26642,6.02355,0,0,0,26.1798,3.12064,0
4.07422,0,1.57715,6.22218,0,0,0,25.8228,3.17197,0
4.27104,0,2.20814,6.4208,0,0,0,26.693,3.70086,0
4.32437,0,1.93414,6.45429,0,0,0,26.5326,3.7522,0
4.09072,0,2.59305,6.38847,0,0,0,26.2908,3.53909,0
4.81844,0,2.81563,6.25684,0,0,0,26.6615,3.59042,0
4.5868,0,2.53722,5.42001,0,0,0,25.9406,2.6978,0
4.03336,0,2.24487,5.42001,0,0,0,25.3711,3.0872,0
3.81198,0,1.83644,5.42001,0,0,0,24.327,1.98147,0
4.16457,0,2.08693,5.44234,0,0,0,24.3948,1.85651,0
3.87557,0,2.64373,4.716,0,0,0,23.622,2.12095,0
3.34467,0,1.94296,4.2206,0,0,0,22.5146,0.688292,0
3.13355,0,2.73188,2.65743,0,0,0,21.5202,0.0601107,0
3.29757,0,2.57395,3.17516,0,0,0,21.5248,0.173927,0
2.55555,0,2.34183,3.51658,0,0,0,20.2141,0.350223,0
2.09025,0,1.9334,3.27447,0,0,0,18.9734,0,0
1.76845,0,2.29995,2.95537,0,0,0,17.4412,0,0
2.31988,0,2.95886,3.06585,0,0,0,17.0028,0,0
3.13575,0,3.13956,3.93616,0,0,0,17.0368,0,0
2.84877,0,2.65695,4.34341,0,0,0,16.4492,0,0
3.21162,0,3.06978,4.21177,0,0,0,15.934,0,0
3.10094,0,3.37609,4.04664,0,0,0,15.7758,0,0
2.95543,0,3.62658,3.90384,0,0,0,16.3183,0,0
2.70125,0,4.04896,3.65056,0,0,0,16.1985,0,0
2.55775,0,4.36923,2.57162,0,0,0,15.6674,0,0
2.60082,0,4.95395,3.00119,0,0,0,16.1217,0,0
2.90008,0,5.17212,1.92226,0,0,0,15.7804,0,0
2.51267,0,4.7637,0.843317,0,0,0,15.6855,0.0780125,0
2.51267,0,5.26027,0,0,0,0,16.0651,0.404937,0
2.73405,0,5.77079,0,0,0,0,15.3058,0.404937,0
2.93289,0,5.47843,0.0288221,0,0,0,14.7295,0.493085,0
3.06612,0,5.08397,0,0,0,0,14.5148,0,0
2.9349,0,4.64323,0,0,0,0,14.6752,0,0
2.58231,0,4.46693,0,0,0,0,14.221,0,0
2.31786,0,3.69196,0,0,0,0,14.5893,0,0
2.55152,0,3.71988,0,0,0,0,14.6096,0,0
2.01035,0,3.08888,0,0,0,0,15.0163,0,0
1.81152,0,3.30705,0,0,0,0,15.3327,0,0
1.59014,0,3.20494,0,0,0,0,15.7192,0,0
0.85215,0,2.67605,0,0,0,0,15.0773,0,0
1.39332,0,2.73629,0,0,0,0,15.5632,0,0
0.522098,0,2.43952,0,0,0,0,15.0795,0,0
0.710672,0,2.35138,0,0,0,0,15.2761,0,0
1.08581,0,2.51372,0,0,0,0,15.4456,0,0
0.612261,0,1.98483,0,0,0,0,15.2964,0,0
1.00994,0,2.17508,0,0,0,0,15.5992,0,0
1.0202,0,2.16112,0,0,0,0,15.6173,0,0
0.103898,0,1.73434,0,0,0,0,15.9494,0,0
0,0,0.987283,0,0,0,0,15.8884,0,0
0,0,0,0,0,0,0,15.3933,0,0
0,0,0.282098,0,0,0,0,16.6453,0,0
0,0,0,0,0,0,0,15.7368,0,0
0,0,0,0,0,0,0,15.4021,0,0
0,0,0,0,0,0,0,14.568,0,0
0,0,0,0,0,0,0,15.0313,0,0
0,0,0,0,0,0,0,14.5092,0,0
0,0,0,0,0,0,0,13.9463,0,0
0,0,0,0,0,0,0,13.849,0,0
0,0,0,0,0,0,0,13.3856,0,0
0,0,0,0,0,0,0,14.4026,0,0
0,0,0,0,0,0,0,14.3008,0,0
0,0,0,0,0,0,0,14.3392,0,0
0,0,0,0,0,0,0,13.6226,0,0
0,0,0,0,0,0,0,12.7209,0,0
0,0,0,0,0,0,0,12.5151,0,0
0,0,0,0,0,0,0,12.2077,0,0
0,0,0,0,0,0,0,10.7838,0,0
0,0,0,0,0,0,0,9.61977,0,0
0,0,0,0,0,0,0,8.73152,0,0
0,0,0,0,0,0,0,8.14156,0,0
0,0,0,0,0,0,0,7.62621,0,0
0,0,0,0,0,0,0,7.34366,0,0
0,0,0,0,0,0,0,7.19224,0,0
0,0,0,0,0,0,0,6.22717,0,0
0,0,0,0,0,0,0,4.59313,0,0
0,0,0,0,0,0,0,5.009,0,0
0,0,0,0,0,0,0,4.18859,0,0
0,0,0,0,0,0,0,2.99528,0,0
0,0,0,0,0,0,0,3.03369,0,0
0,0,0,0,0,0,0,2.84386,0,0
0,0,0,0,0,0,0,3.89927,0,0
0,0,0,0,0,0,0,3.65073,0,0
0,0,0,0,0,0,0,3.25076,0,0
0,0,0,0,0,0,0,3.08359,0,0
0,0,0,0,0,0,0,2.26318,0,0
0,0,0,0,0,0,0,1.49708,0,0
0,0,0,0,0,0,0,1.25751,0,0
0,0,0,0,0,0,0,0.719647,0,0
0,0,0,0,0,0,0,1.00896,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.39335,0,0
0,0,0,0,0,0,0,1.62836,0,0
0,0,0,0,0,0,0,1.49724,0,0
0,0,0,0,0,0,0,3.95169,0,0
0,0,0,0,0,0,0,3.91785,0,0
0,0,0,0,0,0,0,3.56305,0,0
0,0,0,0,0,0,0,4.22983,0,0
0,0,0,0,0,0,0,3.8456,0,0
0,0,0,0,0,0,0,2.88731,0,0
0,0,0,0,0,0,0,3.70315,0,0
0,0,0,0,0,0,0,3.99467,0,0
0,0,0,0,0,0,0,5.11792,0,0
0,0,0,0,0,0,0,5.80501,0,0
0,0,0,0,0,0,0,6.03781,0,0
0,0,0,0,0,0,0,6.97801,0,0
0,0,0,0,0,0,0,7.35091,0,0
0,0,0,0,0,0,0,7.1,0,0
0,0,0,0,0,0,0,8.0605,0,0
0,0,0,0,0,0,0,8.05373,0,0
0.0536685,0,0,0,0,0,0,9.68101,0,0
